time,rpm,load,temp,short_term_fuel_trim_1,long_term_fuel_trim_1,short_term_fuel_trim_2,long_term_fuel_trim_2,speed,timing_advance,intake_air_temp,maf
1441833258,2244,72.15686275,98,1.5625,0,-2.34375,0.78125,118,19.5,21,37.48
1441833259,2270.5,59.60784314,98,-1.5625,0.78125,0.78125,0.78125,118,28.5,21,31.5
1441833261,2278.75,61.17647059,98,0,0.78125,-2.34375,0.78125,119,27,21,30.45
1441833263,2276.75,40.39215686,98,1.5625,1.5625,-3.90625,1.5625,117,34.5,21,15.11
1441833265,2233,30.19607843,98,1.5625,0.78125,0,0.78125,115,29.5,21,11.4
1441833267,2175.75,26.66666667,98,1.5625,0.78125,0,0.78125,111,30.5,21,18.32
1441833269,2119.5,27.84313725,98,-0.78125,0.78125,BADDATA,BADDATA,108,29.5,21,BADDATA
1441833271,2074.5,BADDATA,BADDATA,0,1.5625,2.34375,1.5625,106,33.5,21,27.96
1441833273,2050,70.98039216,98,-1.5625,0.78125,0.78125,0.78125,106,BADDATA,21,14.17
1441833274,2009.5,32.15686275,98,4.6875,0.78125,1.5625,0.78125,102,31,21,10.85
1441833276,1950,28.23529412,98,0.78125,0,4.6875,0,102,6,21,48.33
1441833278,BADDATA,76.8627451,98,2.34375,0.78125,-1.5625,0.78125,102,18,21,42.85
1441833280,1985.5,76.47058824,98,3.125,0,0,0,103,15.5,21,36.76
1441833282,1996,64.31372549,98,-2.34375,0.78125,0,0.78125,103,32,21,14.39
1441833283,1966,32.94117647,98,-1.5625,BADDATA,1.5625,0.78125,101,32,21,23.69
1441833285,1929,40,98,0.78125,0.78125,-0.78125,0.78125,98,31,21,11.4
1441833287,1883.75,30.98039216,98,-0.78125,0,3.125,0,97,30.5,21,11.07
1441833289,BADDATA,31.37254902,98,0,0,1.5625,0,95,30.5,21,21.04
1441833290,1834.75,51.76470588,98,-0.78125,0.78125,2.34375,0.78125,96,34,21,13.56
1441833292,1841.5,32.94117647,98,0.78125,0,-1.5625,0,95,30.5,21,10.02
1441833294,1807,28.62745098,98,-3.125,0,-1.5625,0,94,30.5,21,18.43
1441833296,1794.5,42.35294118,98,0,0.78125,-2.34375,0.78125,93,33,21,15.39
1441833298,1790,44.31372549,98,-3.125,0.78125,0,0.78125,93,27.5,21,30.28
1441833299,1814,64.70588235,98,0.78125,0.78125,3.125,0.78125,95,23,21,26.19
1441833301,1844.25,63.92156863,98,1.5625,0.78125,-1.5625,0.78125,95,33.5,21,13.45
1441833303,1823.25,34.50980392,98,-0.78125,0.78125,1.5625,0,93,31.5,21,13.34
1441833305,1781.25,39.60784314,98,1.5625,BADDATA,0.78125,0,91,31,21,9.46
1441833306,1731.25,28.62745098,BADDATA,-0.78125,0,-2.34375,BADDATA,87,30,21,10.18
1441833308,1671,33.7254902,98,-3.125,0,-3.90625,0.78125,85,28,21,22.36
1441833310,1645.75,56.07843137,98,0.78125,0.78125,2.34375,0.78125,87,19,21,15.55
1441833312,1678.75,40,98,4.6875,BADDATA,0.78125,0,87,28,21,16.33
1441833313,1684,43.92156863,98,-1.5625,0,2.34375,0,87,31.5,21,10.74
1441833315,1686.25,34.90196078,98,-0.78125,0,-3.125,0,88,31,21,10.29
1441833317,1693.75,30.98039216,98,-3.90625,0,-2.34375,BADDATA,88,28,21,8.3
1441833319,1694.75,53.33333333,98,-1.5625,0.78125,0.78125,0.78125,89,32,21,12.23
1441833320,1709.75,36.47058824,98,3.125,0,-0.78125,0,87,30,21,8.97
1441833322,BADDATA,32.54901961,98,-2.34375,0,0.78125,0,84,28.5,BADDATA,7.14
1441833324,1571.75,24.31372549,98,-3.90625,0,-2.34375,0,81,28,21,7.19
1441833326,1489.75,46.66666667,98,-1.5625,0.78125,0.78125,0.78125,80,15,21,29.01
1441833328,1551.25,70.58823529,98,3.90625,0.78125,0.78125,0.78125,82,21,21,17.71
1441833329,1581.75,46.66666667,98,1.5625,0,-3.125,0,82,32,BADDATA,BADDATA
1441833331,1585.25,43.92156863,98,2.34375,0,0,0.78125,83,BADDATA,21,22.48
1441833333,1620,51.76470588,98,0,0.78125,1.5625,1.5625,86,21,21,28.23
1441833335,1687.25,64.31372549,98,3.125,0.78125,3.90625,0.78125,89,23.5,21,22.36
1441833336,1733,49.41176471,98,-2.34375,0.78125,1.5625,0.78125,91,32,21,16.22
1441833338,BADDATA,43.52941176,98,-3.125,0.78125,1.5625,0.78125,92,9,21,37.7
1441833340,1796.5,65.88235294,98,-1.5625,0.78125,3.90625,0.78125,95,22,21,21.15
1441833342,1838,45.09803922,98,-1.5625,0.78125,3.125,0.78125,95,31.5,21,19.04
1441833344,BADDATA,52.15686275,98,2.34375,0.78125,-1.5625,0.78125,96,21,21,33.11
1441833345,1863.5,64.70588235,98,3.90625,0.78125,0,0.78125,98,29.5,21,21.98
1441833347,1874.75,45.49019608,98,1.5625,0.78125,3.125,0.78125,97,33,21,16.5
1441833349,1868.25,BADDATA,98,2.34375,0.78125,-1.5625,0.78125,97,30,21,22.48
1441833351,1867,51.37254902,98,-0.78125,0.78125,BADDATA,0.78125,98,28.5,21,27.68
1441833352,1883.75,BADDATA,98,1.5625,0.78125,-1.5625,0.78125,98,32.5,21,16.61
1441833354,1873.25,43.52941176,98,2.34375,0.78125,1.5625,0.78125,97,33.5,21,11.4
1441833356,1840.25,32.15686275,98,-1.5625,0,0.78125,0.78125,95,26.5,21,30.45
1441833358,1834,49.01960784,98,3.90625,0.78125,0.78125,0.78125,95,34,21,14.95
1441833359,1808.75,38.82352941,98,0,0.78125,3.125,0.78125,93,33.5,21,BADDATA
1441833361,1778,39.60784314,98,-0.78125,0.78125,-0.78125,0.78125,93,13.5,21,38.09
1441833363,1801,72.54901961,98,-1.5625,0.78125,0,0.78125,96,19,21,29.29
1441833365,1851.75,50.19607843,98,-2.34375,0.78125,2.34375,0.78125,96,33,BADDATA,13.28
1441833366,1830,35.29411765,98,3.125,0.78125,-0.78125,0.78125,94,31.5,21,11.29
1441833368,1792.75,BADDATA,98,1.5625,0.78125,3.125,0.78125,93,27.5,21,28.12
1441833370,1802.25,62.74509804,98,-0.78125,0.78125,1.5625,0.78125,95,21.5,21,24.25
1441833372,1822,53.33333333,98,0.78125,0.78125,-3.125,0.78125,95,29,21,27.51
1441833373,BADDATA,BADDATA,98,-3.125,0.78125,0.78125,0.78125,96,21.5,21,30.01
1441833375,1860,58.82352941,BADDATA,-0.78125,0.78125,-2.34375,0.78125,97,31.5,21,BADDATA
1441833377,1847.5,42.35294118,98,-3.90625,0.78125,-1.5625,BADDATA,95,33.5,21,13.89
1441833379,1808.75,41.17647059,98,-1.5625,0.78125,-4.6875,0.78125,94,26.5,21,29.4
1441833381,1807,64.70588235,98,-3.90625,0.78125,-0.78125,0.78125,94,29.5,21,22.48
1441833382,BADDATA,BADDATA,98,-0.78125,0.78125,-3.90625,0.78125,95,29.5,21,BADDATA
1441833384,1833.5,46.66666667,98,-3.90625,0.78125,-0.78125,0.78125,95,31,21,18.21
1441833386,1836.75,BADDATA,BADDATA,-2.34375,0.78125,-3.125,0.78125,BADDATA,BADDATA,BADDATA,19.49
1441833388,1840.75,47.45098039,98,-3.90625,BADDATA,-1.5625,BADDATA,95,33,21,BADDATA
1441833389,1827.25,38.03921569,98,-1.5625,0.78125,0,0.78125,94,34.5,21,13.01
1441833391,1802.25,39.21568627,98,-0.78125,0.78125,BADDATA,0,93,BADDATA,21,10.85
1441833393,1777.25,32.54901961,98,-1.5625,0,-3.125,0,91,31,21,11.01
1441833395,1747.5,33.7254902,98,-3.90625,0.78125,0,0.78125,90,31.5,21,18.21
1441833396,1733,55.68627451,98,0,0.78125,2.34375,0.78125,90,29.5,21,20.09
1441833398,1742.75,50.58823529,98,BADDATA,0.78125,2.34375,0.78125,90,31,21,19.98
1441833400,1738.5,58.03921569,98,2.34375,0.78125,-2.34375,0.78125,91,15.5,21,31.89
1441833402,1761.75,67.84313725,98,-0.78125,0.78125,2.34375,0.78125,92,29,21,21.98
1441833403,1762.25,47.84313725,98,-4.6875,0.78125,-0.78125,0.78125,90,32.5,21,12.29
1441833405,1727,35.29411765,98,-0.78125,0,0.78125,0,88,31.5,21,10.52
1441833407,1663.75,34.11764706,98,-2.34375,0,-3.90625,0,84,28.5,21,6.75
1441833408,1539.25,24.31372549,98,-4.6875,0,-3.90625,0,80,27.5,21,6.2
1441833410,1450.5,25.49019608,98,-10.9375,0,-10.15625,0,78,14,21,33.11
1441833412,1529.5,BADDATA,98,0,0.78125,2.34375,0.78125,80,18,21,18.05
1441833414,BADDATA,50.58823529,BADDATA,BADDATA,0.78125,-1.5625,0.78125,80,30.5,21,20.54
1441833416,1544.5,58.43137255,98,2.34375,0.78125,-0.78125,0.78125,81,29,21,25.19
1441833417,1563.25,64.31372549,98,4.6875,0.78125,-0.78125,0.78125,82,18.5,21,BADDATA
1441833419,1612.75,65.88235294,98,1.5625,0.78125,3.125,0.78125,85,21.5,21,25.02
1441833421,1644,55.68627451,98,-2.34375,0.78125,1.5625,0.78125,86,30,21,14.95
1441833422,1662.75,43.1372549,98,-1.5625,0,-1.5625,0,86,32.5,21,12.01
1441833424,1652.75,45.49019608,98,-1.5625,0.78125,-2.34375,0.78125,86,28,21,BADDATA
1441833426,BADDATA,50.98039216,98,0.78125,0.78125,-3.125,0.78125,86,32.5,21,13.56
1441833428,1649,39.60784314,98,-3.125,0,0.78125,0,86,33,BADDATA,15.39
1441833429,1649.5,46.66666667,98,0,0.78125,-3.90625,0.78125,86,19,21,24.25
1441833431,1682.25,46.2745098,98,-1.5625,BADDATA,3.125,BADDATA,88,BADDATA,21,31.34
1441833433,1711.5,83.52941176,98,3.90625,0,0.78125,0.78125,91,17.5,21,24.25
1441833435,1762.25,50.58823529,98,-2.34375,0.78125,2.34375,0.78125,93,BADDATA,21,BADDATA
1441833436,1817.5,57.64705882,98,0.78125,0.78125,-3.125,0.78125,96,29,21,25.63
1441833438,1849,50.19607843,98,0.78125,0.78125,4.6875,0.78125,97,30.5,21,18.77
1441833440,1866.25,42.35294118,98,3.125,0.78125,0,0.78125,97,31.5,21,13.28
1441833441,1863.5,52.94117647,98,3.125,0.78125,-0.78125,0.78125,98,13.5,21,39.2
1441833443,1923,71.76470588,98,0,0.78125,1.5625,0.78125,102,22.5,21,26.19
1441833445,1975.5,44.31372549,98,0,0.78125,1.5625,0.78125,103,34,21,13.34
1441833447,1977.75,31.76470588,98,4.6875,0.78125,6.25,0.78125,102,30.5,21,BADDATA
1441833448,1963.75,29.41176471,BADDATA,3.90625,0.78125,1.5625,0,102,29,21,8.25
1441833450,1915.5,33.7254902,98,1.5625,0.78125,3.125,0.78125,102,21.5,21,30.28
1441833452,1977,61.56862745,98,3.125,0.78125,0,0.78125,104,29.5,21,14.56
1441833454,2001.5,32.15686275,98,3.125,0.78125,BADDATA,0.78125,104,31,21,11.18
1441833456,1977,30.19607843,98,-0.78125,0.78125,4.6875,0,102,29,21,8.25
1441833458,1910.5,22.74509804,98,-0.78125,0,0.78125,0,99,28.5,21,BADDATA
1441833460,1800.5,20.39215686,98,-9.375,0,BADDATA,0,95,28.5,21,6.36
1441833461,1664.25,21.56862745,98,0,0,0,0,89,27.5,21,6.31
1441833463,1517.25,23.92156863,98,0,0,0,0,84,27.5,21,6.36
1441833465,1441.75,24.31372549,98,0,0,0,0,80,-2.5,21,48.78
1441833467,1948.5,54.90196078,98,3.125,0,5.46875,0,84,6,21,37.87
1441833468,1636.5,83.52941176,98,-1.5625,0,1.5625,0,88,11,21,34.77
1441833470,1721,67.05882353,98,-2.34375,0.78125,0,0.78125,92,17.5,21,32.22
1441833472,1810.25,64.31372549,98,3.125,0.78125,-1.5625,0.78125,95,33.5,21,13.01
1441833474,1824,35.29411765,98,1.5625,0.78125,3.125,0,94,30.5,21,9.08
1441833475,1760.5,31.76470588,98,-1.5625,0,-3.125,0,87,28.5,21,7.14
1441833477,1607,24.70588235,98,BADDATA,0,-10.15625,0,84,29,21,6.31
1441833479,1505,24.31372549,98,-10.9375,0,-10.9375,0,81,-1,21,11.96
1441833481,1613.25,43.92156863,98,BADDATA,0,0,0,80,30.5,21,9.19
1441833483,1536.5,32.94117647,98,-1.5625,0,-2.34375,0,78,29.5,21,9.13
1441833484,1519.25,35.29411765,98,-2.34375,0,-3.125,0,76,28.5,BADDATA,6.75
1441833486,1431.75,26.66666667,98,-4.6875,0.78125,-1.5625,0.78125,75,30.5,21,11.84
1441833488,1442.5,42.35294118,97,3.90625,-0.78125,5.46875,-0.78125,74,27,BADDATA,23.31
1441833490,1442.5,56.47058824,97,-3.125,0,0.78125,0.78125,75,19,21,22.09
1441833491,1462.25,39.60784314,BADDATA,0,0,3.90625,0,BADDATA,30,21,9.68
1441833493,1449.25,34.90196078,97,1.5625,0,0,0,73,5,21,47.61
1441833495,1954.5,83.92156863,BADDATA,2.34375,0,0,0,78,11.5,21,45.29
1441833497,1963,84.31372549,97,4.6875,0,0,0,81,12,21,44.07
1441833498,1977,79.21568627,98,-1.5625,0,BADDATA,0,85,7.5,21,60.02
1441833500,BADDATA,98.82352941,98,0,0,2.34375,0,88,5,21,60.29
1441833502,2655.25,56.8627451,98,BADDATA,0.78125,-1.5625,0.78125,91,5.5,21,45.84
1441833504,1930.5,83.1372549,98,2.34375,0,3.125,0.78125,93,15.5,21,31.89
1441833505,1804.25,59.21568627,98,-3.125,0.78125,-0.78125,0.78125,93,29.5,21,15
1441833507,1779.75,56.07843137,98,1.5625,0.78125,-2.34375,0.78125,93,21,21,19.82
1441833509,1788.75,42.35294118,98,2.34375,0.78125,-0.78125,0.78125,92,28,21,27.07
1441833511,1785,57.25490196,98,3.125,0.78125,0,1.5625,93,29,21,15.33
1441833513,BADDATA,36.07843137,99,-1.5625,0.78125,2.34375,0.78125,91,32,21,11.46
1441833514,1738.5,33.7254902,99,0.78125,0.78125,-2.34375,0.78125,89,31.5,21,10.63
1441833516,1709.75,33.33333333,99,-1.5625,0,0,0,87,29.5,21,7.58
1441833518,1639.25,29.01960784,99,-0.78125,0,-2.34375,0.78125,86,27,BADDATA,12.29
1441833520,1640.75,38.82352941,99,0.78125,0,0,0,78,31,21,BADDATA
1441833521,1471,35.29411765,99,1.5625,-0.78125,-2.34375,-0.78125,68,BADDATA,21,7.03
1441833523,1260.5,32.15686275,100,-1.5625,-0.78125,-0.78125,0.78125,64,7,21,50.71
1441833525,1916.25,99.21568627,99,4.6875,0,BADDATA,0,69,2.5,BADDATA,59.74
1441833527,2272.5,83.52941176,99,-2.34375,0,2.34375,0,75,9,21,55.48
1441833529,2383,64.70588235,99,-2.34375,1.5625,-0.78125,0.78125,77,31,BADDATA,12.18
1441833531,1489.75,38.82352941,100,1.5625,-0.78125,BADDATA,-0.78125,67,29,21,7.69
1441833532,1222.75,36.47058824,99,-0.78125,-0.78125,-2.34375,-0.78125,56,24.5,21,BADDATA
1441833534,1068.5,34.11764706,99,-2.34375,-0.78125,-1.5625,-1.5625,53,25,21,23.58
1441833536,1499.5,60,99,0.78125,-0.78125,2.34375,-0.78125,55,30,21,29.56
1441833538,1618,67.84313725,99,2.34375,0.78125,3.90625,0.78125,58,10.5,21,42.24
1441833539,1854.5,77.25490196,99,0,0,1.5625,0,64,11,21,34.93
1441833541,1789.5,63.92156863,99,0.78125,0.78125,-1.5625,0,68,11,21,40.53
1441833543,1853.75,75.68627451,99,1.5625,0,3.90625,0,73,12.5,21,40.86
1441833545,1901,75.68627451,99,2.34375,BADDATA,-1.5625,0,79,12.5,21,40.69
1441833546,1918.5,76.47058824,99,0,0,-2.34375,BADDATA,BADDATA,15.5,21,14.17
1441833548,1633.75,39.21568627,99,-2.34375,0,-3.125,0,84,32,21,9.41
1441833550,1618,34.90196078,99,1.5625,0,-1.5625,0,79,30.5,21,7.64
1441833552,1398.5,31.37254902,99,-1.5625,-0.78125,-2.34375,-0.78125,60,25.5,21,6.03
1441833554,1057,33.33333333,99,-4.6875,-1.5625,-3.125,-1.5625,46,23.5,21,5.2
1441833555,896,32.54901961,99,-3.125,-1.5625,-3.90625,-1.5625,40,23,21,4.65
1441833557,739.5,36.47058824,99,-2.34375,-1.5625,-1.5625,-0.78125,31,23,21,4.59
1441833559,BADDATA,33.33333333,99,0.78125,-0.78125,-1.5625,-0.78125,27,23,21,4.54
1441833561,731,37.25490196,99,0.78125,-2.34375,1.5625,-1.5625,23,-4,21,37.7
1441833562,1712.75,67.05882353,99,0,1.5625,-2.34375,0.78125,31,31.5,21,14.11
1441833564,1450,51.37254902,99,2.34375,0,-1.5625,0.78125,35,8.5,BADDATA,42.63
1441833566,1840.25,77.25490196,99,0,0.78125,-1.5625,0.78125,44,14,21,30.78
1441833568,1737.75,53.7254902,99,-1.5625,1.5625,-3.125,0.78125,49,27,22,11.18
1441833569,1367.5,43.52941176,100,-0.78125,-0.78125,-4.6875,-0.78125,49,29,21,7.36
1441833571,BADDATA,31.76470588,100,1.5625,-0.78125,-1.5625,-0.78125,49,27.5,21,6.14
1441833573,1282.25,27.84313725,100,-2.34375,-0.78125,-1.5625,-0.78125,45,27,21,6.2
1441833575,1182,29.41176471,100,-10.9375,-0.78125,-4.6875,-0.78125,42,25,21,38.42
1441833576,1659.25,78.43137255,100,-0.78125,0.78125,1.5625,0.78125,47,29,21,14.83
1441833578,BADDATA,49.01960784,100,1.5625,-0.78125,2.34375,BADDATA,BADDATA,30,21,11.01
1441833580,1408,BADDATA,100,-0.78125,0,-1.5625,0,50,28,21,7.3
1441833581,1342.5,30.58823529,100,-1.5625,-0.78125,-2.34375,-0.78125,45,26.5,21,5.98
1441833583,1205.75,28.62745098,100,0,-0.78125,-4.6875,BADDATA,41,25.5,21,5.31
1441833585,935.5,32.15686275,100,-6.25,-0.78125,BADDATA,-0.78125,38,23.5,21,5.09
1441833587,1019.25,29.41176471,100,0.78125,-0.78125,-1.5625,-0.78125,32,23,22,4.87
1441833588,BADDATA,33.7254902,100,0.78125,-0.78125,-2.34375,-0.78125,29,23,22,4.87
1441833590,758.75,36.07843137,99,-3.90625,-2.34375,-4.6875,-3.125,22,23,22,5.59
1441833592,778,80.78431373,99,-0.78125,0,0.78125,0.78125,23,16.5,22,37.15
1441833594,1814.75,83.52941176,99,6.25,0,BADDATA,0,34,8.5,21,44.29
1441833595,1996,82.35294118,99,1.5625,0,0,0,43,9.5,21,51.21
1441833597,2276.75,78.43137255,100,-0.78125,0,1.5625,0,52,18,21,29.56
1441833599,2321.25,49.41176471,100,0,0.78125,1.5625,0.78125,55,19,21,24.75
1441833601,1552.25,52.15686275,100,1.5625,0,-1.5625,0,56,30.5,21,11.35
1441833603,1528,39.21568627,100,0.78125,0,-3.125,0,54,30,21,9.24
1441833604,1481.75,34.50980392,100,-3.125,0,-1.5625,0,52,32.5,21,11.9
1441833606,1433,45.88235294,100,-3.125,-0.78125,-2.34375,-0.78125,51,31.5,21,8.47
1441833608,1387.25,36.07843137,99,0,-0.78125,0.78125,-0.78125,49,28,21,7.14
1441833610,1316.75,30.19607843,99,-1.5625,-0.78125,-0.78125,-0.78125,44,26,21,BADDATA
1441833611,1121.25,BADDATA,99,-3.90625,-0.78125,-4.6875,-0.78125,36,23.5,BADDATA,5.09
1441833613,933,32.15686275,99,-1.5625,-1.5625,-2.34375,BADDATA,28,23,21,4.76
1441833615,746,37.64705882,99,-3.90625,-3.125,-4.6875,-4.6875,19,23,21,5.64
1441833617,774.75,45.49019608,99,-2.34375,-4.6875,-2.34375,-4.6875,9,23,21,5.42
1441833618,706.75,49.01960784,99,0.78125,-4.6875,0,-4.6875,4,21.5,21,5.53
1441833620,682.5,49.80392157,99,-0.78125,-3.90625,-0.78125,-3.90625,0,17.5,21,5.31
1441833622,675,49.80392157,100,-1.5625,-2.34375,-1.5625,-2.34375,0,17,21,5.53
1441833623,655.75,50.58823529,100,-0.78125,-2.34375,-1.5625,-2.34375,0,16.5,21,5.2
1441833625,656.5,50.19607843,100,-0.78125,-2.34375,-0.78125,-2.34375,0,18,21,5.2
1441833627,659.5,49.80392157,BADDATA,-0.78125,-2.34375,-0.78125,-2.34375,0,18.5,22,5.14
1441833628,643,50.19607843,100,-1.5625,-2.34375,-0.78125,-1.5625,0,17.5,22,5.14
1441833630,648.5,49.41176471,100,0,-2.34375,0,-2.34375,0,18,22,5.14
1441833632,640.75,49.41176471,100,-0.78125,-2.34375,0,-1.5625,0,20,22,5.09
1441833634,631,49.80392157,100,-1.5625,BADDATA,-1.5625,-1.5625,0,18.5,22,4.98
1441833635,650.75,49.01960784,100,-0.78125,-1.5625,-1.5625,-2.34375,0,20,22,5.09
1441833637,636.75,49.41176471,100,-0.78125,-2.34375,0,-1.5625,0,19.5,23,4.98
1441833639,641.75,49.41176471,100,-0.78125,-1.5625,-0.78125,-1.5625,0,19,23,4.98
1441833640,640,49.41176471,100,-0.78125,-1.5625,0,-1.5625,0,20,23,5.03
1441833642,633.75,49.41176471,100,-0.78125,-1.5625,-1.5625,BADDATA,0,18.5,23,5.03
1441833644,643.75,49.01960784,100,-1.5625,-1.5625,-0.78125,-1.5625,0,19.5,23,4.98
1441833646,639.25,49.01960784,100,-1.5625,-1.5625,-1.5625,-1.5625,0,19.5,23,5.03
1441833647,642.75,49.01960784,100,-2.34375,-1.5625,-2.34375,-1.5625,0,18.5,23,4.98
1441833649,646.75,49.01960784,100,-0.78125,-1.5625,-2.34375,-1.5625,0,20,23,4.98
1441833651,643,49.01960784,100,-0.78125,-1.5625,-0.78125,-1.5625,0,19.5,24,4.98
1441833653,638,49.41176471,100,0,-1.5625,0,-1.5625,0,18.5,24,4.98
1441833654,640.25,49.01960784,100,-0.78125,-1.5625,-0.78125,-1.5625,0,19,24,4.98
1441833656,637.75,49.01960784,100,0.78125,-1.5625,-0.78125,-1.5625,0,19,24,4.98
1441833658,640,49.01960784,100,0,-2.34375,-0.78125,-1.5625,0,19,24,4.98
1441833660,637,49.01960784,100,-1.5625,-1.5625,-0.78125,-1.5625,0,20.5,24,4.98
1441833662,633.25,50.58823529,100,-1.5625,-1.5625,-1.5625,-1.5625,0,19,24,4.98
1441833664,642.25,50.19607843,100,0,-1.5625,-1.5625,-1.5625,0,20,24,4.98
1441833665,630,50.58823529,100,0,-1.5625,-1.5625,-1.5625,0,18.5,24,5.03
1441833667,644.25,49.01960784,102,0,-1.5625,0,-1.5625,0,20,24,4.98
1441833669,661.25,48.62745098,100,-0.78125,-2.34375,BADDATA,-3.125,0,23.5,24,13.06
1441833671,958.75,63.92156863,100,-2.34375,0,-3.90625,0,10,28,25,14.28
1441833673,1261.25,53.7254902,100,-3.125,0,-3.90625,-0.78125,15,27.5,26,10.18
1441833674,1159.5,46.66666667,100,-3.125,-2.34375,0,-3.125,16,24,25,5.7
1441833676,754,45.09803922,100,-3.125,-3.90625,0,0,15,12.5,25,17.71
1441833678,1582.25,23.92156863,100,0,-0.78125,0.78125,-0.78125,19,24,25,5.37
1441833680,892.5,36.47058824,100,-1.5625,-2.34375,-2.34375,-0.78125,20,24,25,19.37
1441833682,1408.75,58.43137255,100,2.34375,0.78125,3.90625,0.78125,29,20.5,24,27.68
1441833684,1681.75,62.74509804,100,2.34375,1.5625,-1.5625,0.78125,37,29,24,16.99
1441833685,1709.25,38.82352941,100,-3.125,-0.78125,-3.125,-0.78125,41,30,23,7.03
1441833687,1167.25,35.29411765,100,-3.90625,-0.78125,-4.6875,-0.78125,38,24,23,4.98
1441833689,932,30.19607843,102,-4.6875,BADDATA,-3.90625,-0.78125,25,23,23,4.31
1441833691,632.5,47.05882353,102,-6.25,-3.90625,-6.25,-3.90625,19,24,23,4.98
1441833693,859,36.8627451,102,-1.5625,-1.5625,-0.78125,-1.5625,19,24,23,5.09
1441833695,867,36.8627451,102,-0.78125,-1.5625,0,-1.5625,19,23.5,23,5.37
1441833696,883,50.98039216,102,-2.34375,-2.34375,1.5625,-1.5625,20,24.5,23,5.14
1441833698,759.25,40.39215686,102,3.90625,-2.34375,4.6875,-1.5625,6,23,23,4.65
1441833700,593.5,50.58823529,102,1.5625,-1.5625,1.5625,-1.5625,0,22.5,23,4.81
1441833702,632,50.19607843,102,0.78125,-1.5625,0.78125,-1.5625,0,21.5,23,4.98
1441833704,652.25,49.01960784,102,2.34375,-2.34375,2.34375,-1.5625,0,19,23,4.98
1441833705,641.75,50.19607843,102,0.78125,-1.5625,0.78125,-1.5625,0,19,23,4.98
1441833707,636,50.19607843,102,0,-2.34375,0,-3.125,2,21.5,23,19.6
1441833709,1377.75,BADDATA,102,-2.34375,0.78125,-3.125,0.78125,15,28.5,24,18.21
1441833711,1529,53.7254902,102,-3.125,0,0,0,22,28,24,12.18
1441833713,1200.75,55.29411765,102,0.78125,0.78125,-1.5625,0.78125,27,28,24,19.26
1441833714,1484.5,54.90196078,103,-2.34375,0.78125,1.5625,0,31,30.5,24,14.17
1441833716,1472.25,BADDATA,103,0,0,-1.5625,-0.78125,32,30,23,7.19
1441833718,993,42.74509804,103,0,-2.34375,2.34375,-2.34375,29,25,23,4.92
1441833720,786,35.68627451,103,-2.34375,-1.5625,-2.34375,-2.34375,22,23,23,4.98
1441833722,692.75,45.49019608,102,-1.5625,-3.125,0,-2.34375,BADDATA,23,23,4.98
1441833723,635.75,49.01960784,102,-1.5625,-1.5625,-2.34375,-1.5625,9,23.5,23,4.81
1441833725,698.75,44.31372549,102,1.5625,-3.90625,2.34375,-4.6875,7,23,23,4.98
1441833727,737,42.74509804,102,4.6875,-3.90625,0.78125,-3.90625,7,23,23,4.98
1441833729,760,41.17647059,102,3.90625,-2.34375,0,-2.34375,13,24,23,5.09
1441833731,874.5,36.8627451,103,-2.34375,-1.5625,-3.125,-1.5625,15,24,23,5.2
1441833733,817.5,39.21568627,103,-5.46875,-3.125,-3.90625,-3.125,15,23.5,23,5.14
1441833734,787.5,40,103,-0.78125,-2.34375,0,-2.34375,15,24.5,23,5.2
1441833736,858.25,37.64705882,103,2.34375,-2.34375,-0.78125,-2.34375,BADDATA,25.5,23,5.7
1441833738,754.25,49.01960784,103,1.5625,-3.90625,2.34375,-3.90625,15,24.5,23,5.42
1441833740,867.25,40,103,-3.125,-2.34375,0,-2.34375,13,24,23,5.48
1441833741,763.75,45.49019608,103,-1.5625,-4.6875,0.78125,-4.6875,10,23,23,5.26
1441833743,728,46.2745098,103,0,-3.90625,-0.78125,-3.90625,BADDATA,23,23,5.37
1441833745,713.25,47.45098039,103,0,-3.90625,-0.78125,-1.5625,6,23.5,23,4.98
1441833747,577.25,52.94117647,103,-2.34375,-1.5625,-2.34375,-1.5625,0,24.5,23,5.81
1441833748,665.75,54.50980392,103,-1.5625,-0.78125,-1.5625,-1.5625,0,24.5,BADDATA,BADDATA
1441833750,1027.75,50.19607843,103,2.34375,-2.34375,0,-3.125,8,24.5,23,5.81
1441833752,724,49.80392157,BADDATA,-3.125,-3.125,-0.78125,-2.34375,8,23.5,24,5.42
1441833754,695,50.58823529,103,-3.125,-3.90625,-3.125,BADDATA,9,23.5,24,5.48
1441833755,695.25,50.19607843,103,1.5625,-4.6875,3.125,-3.90625,8,23.5,24,5.37
1441833757,638.75,52.15686275,103,-2.34375,-1.5625,-3.125,-1.5625,6,BADDATA,24,5.2
1441833759,610.75,BADDATA,103,-0.78125,-1.5625,BADDATA,-1.5625,0,23.5,25,7.8
1441833761,673.75,67.45098039,103,0.78125,-0.78125,2.34375,-1.5625,6,26.5,26,6.81
1441833762,765,49.80392157,103,1.5625,-3.90625,-1.5625,-3.90625,7,23.5,26,5.42
1441833764,685.25,50.19607843,103,2.34375,-3.90625,BADDATA,-3.90625,6,23.5,26,5.48
1441833766,637.75,52.54901961,103,-0.78125,-1.5625,0,-1.5625,0,23.5,26,5.42
1441833768,668.75,51.37254902,103,-1.5625,-1.5625,-0.78125,-1.5625,0,22,26,5.42
